normalized_rowid,normalized_domain,normalized_source,normalized_utterance_id,normalized_start_time,normalized_speaker_id,normalized_text,normalized_start,normalized_end,normalized_url
17417,youtube,WYjExxeltaA,101057,0:24:00,Спікер 1,"… було без примітки ""діалектизм"", отримало тавро діалектного, розмовного, застарілого та рідко вживаного. А вже зараз у словнику української мови у двадцяти томах воно чи то за інерцією, чи то вже справедливо, засвідчене із приміткою - ""діалектне"".",1440,1458,https://www.youtube.com/embed/WYjExxeltaA?start=1440&end=1458
17418,youtube,WYjExxeltaA,101059,0:24:18,Спікер 1,"А корпус сучасних художніх текстів майже не має про нього згадок. Одна лиш Оксана Степанівна Забужко про нього пам'ятає. Про це слово в одній критичній статті написали так: ""Не можна уявити собі, щоб освічена людина у звичайній розмові раптом вирішила замість ""сонця на заході"" завжди казати: ""сонце навзаході"".",1458,1484,https://www.youtube.com/embed/WYjExxeltaA?start=1458&end=1484
17419,youtube,WYjExxeltaA,101061,0:24:44,Спікер 1,"Натомість усі ці слова замінювались чи принаймні дублювалися запозиченнями з російської. Їх зараз легко можна виявити, просто зазирнувши у словник. Загалом, якщо слово не має прикладів з української класики, народної творчості, узагалі будь-якої літератури до тридцятих років, то воно, найімовірніше, нав'язане.",1484,1505,https://www.youtube.com/embed/WYjExxeltaA?start=1484&end=1505
17420,youtube,WYjExxeltaA,101063,0:25:05,Спікер 1,"Проти самих діалектизмів також боролися. У багатьох методичних статтях журналу «Українська мова у школі» у п'ятидесятих-семидесятих роках минулого століття були подані рекомендації щодо боротьби з діалектизмами у мовленні учнів. А дослідники, проаналізувавши одинадцяти-томний словник української мови, виявили, що на понад сто тридцяти тисячний реєстр припадає лише сто одна одиниця з позначкою ""західне"".",1505,1535,https://www.youtube.com/embed/WYjExxeltaA?start=1505&end=1535
17421,youtube,WYjExxeltaA,101065,0:25:35,Спікер 1,"А позначка ""галицьке"" в маркуванні не використовується узагалі. У кінці ось цієї праці подано цілий здоровенний список так званих репресованих слів із причинами, через які їх репресували. Там можна знайти ті слова, які могли би стати українською термінологією, але не стали, бо ""створювали штучну розбіжність між українською і російською мовами"".",1535,1560,https://www.youtube.com/embed/WYjExxeltaA?start=1535&end=1560
17422,youtube,WYjExxeltaA,101067,0:26:00,Спікер 1,"Ще більше з них залишилося поза документами. Так, деякі з цих слів, особливо термінів, можуть звучати для вас смішно, але це нормально - зі словами, схожих на які ми раніше не чули.  Зараз ми звикли до зовсім іншого словотвору, ніж двадцятих років. Тепер ви розумієте, чому. Також там можна знайти і звичайну лексику, яку теж заборонили.",1560,1585,https://www.youtube.com/embed/WYjExxeltaA?start=1560&end=1585
17423,youtube,WYjExxeltaA,101069,0:26:25,Спікер 1,"У критичних статтях, постановах і так далі засуджували усіх тих письменників, перекладачів та інших майстрів слова, які ці слова вживали. Більшість цих слів, які називали штучним націоналістичним творінням, обласними, застарілими, не властивими мовленню мас, насправді була звичайнісінькою власне українською лексикою.",1585,1609,https://www.youtube.com/embed/WYjExxeltaA?start=1585&end=1609
17424,youtube,WYjExxeltaA,101071,0:26:49,Спікер 1,"Охрестили діалектними і небажаними словами: ""допіру"", ""гайнути"", ""дибати"", ""здужати"", ""комизитися"", ""навзаєм"", ""скоїтись"", ""тільки-но"", ""часопис"". Розкритикували навіть такі знайомі нам слова як: ""рільництво"", ""причандалля"" - постійно його використовую -,…",1609,1630,https://www.youtube.com/embed/WYjExxeltaA?start=1609&end=1630
17425,youtube,WYjExxeltaA,101073,0:27:10,Спікер 1,"…""походеньки"", ""очевидячки"", ""небавом"", ""наразі"", ""лад"", ну, наприклад, державний лад, ""картати"", ""зірка"", «Зірка!», ""гурт"", ""відсоток"". Але чомусь ми досі про них знаємо і вживаємо їх. Ну, бо народна мовна традиція набагато сильніша за якісь там заборони партії.",1630,1653,https://www.youtube.com/embed/WYjExxeltaA?start=1630&end=1653
17426,youtube,WYjExxeltaA,101075,0:27:33,Спікер 1,"Вже у другій половині тридцятих років усю мовознавчу науку контролювала партія, яка цензурувала не тільки усе, що друкувалося, а навіть саму мову. Такого не було і за царської влади, хоч були заборонні укази, але принаймні тоді не вгвинчувалися, як паразит, в мозок і серце мови, і не розвалювали її зсередини.",1653,1678,https://www.youtube.com/embed/WYjExxeltaA?start=1653&end=1678
17427,youtube,WYjExxeltaA,101077,0:27:58,Спікер 1,"Та і після сталінського періоду, незважаючи на відносну відлигу, на українську мову чекали скрутні часи. Так, за Микити Хрущова у п'ятдесят восьмому році з’явилася постанова про зміцнення зв'язку школи із життям.",1678,1693,https://www.youtube.com/embed/WYjExxeltaA?start=1678&end=1693
17428,youtube,WYjExxeltaA,101079,0:28:13,Спікер 1,"Російська мова була обов'язковою для вивчення, а інші - так, за бажанням батьків. Ну, і як наслідок, уже в шестидесятих в обласних центрах УРСР російські школи становили аж сімдесят два відсотки, а українські - лише двадцять вісім відсотків. Від тисяча дев'ятсот семидесятого року дисертації на здобуття наукових ступенів мали писатися виключно російською.",1693,1717,https://www.youtube.com/embed/WYjExxeltaA?start=1693&end=1717
17429,youtube,WYjExxeltaA,101081,0:28:37,Спікер 1,"Так званий ""Брєжнєвський циркуляр"" - постанова ЦК КПРС і ради міністрів СРСР тисяча дев'ятсот сімдесят восьмого року запровадив заходи щодо вдосконалення вивчення російської мови в республіках Радянського Союзу. Тисяча дев'ятсот вісімдесят третього з'явивсь уже ""Андроповський указ"" про грошову надбавку до заробітньої плати у розмірі п'ятнадцять відсотків учителям, які викладали російську мову і літературу.",1717,1744,https://www.youtube.com/embed/WYjExxeltaA?start=1717&end=1744
17430,youtube,WYjExxeltaA,101083,0:29:04,Спікер 1,"Ясна річ, що такі нововведення стимулювали педагогів переходити на викладання саме цих предметів, а студентів педагогічних вузів - здобувати саме таку спеціальність. До того ж, стипендії студентів-русистів прирівнювалися до стипендії студентів юридичних факультетів. Ми ж знаємо, шо юристи у нас в найбільшій пошані перебувають. Отак українська мова ставала другорядним предметом.",1744,1770,https://www.youtube.com/embed/WYjExxeltaA?start=1744&end=1770
17431,youtube,WYjExxeltaA,101085,0:29:30,Спікер 1,"Подібні мовні репресії відбувалися по всьому Радянському Союзу. Зросійщення, наче короста, в'їдалося в усі національні мови. Насильно перевели на кирилицю, наприклад, молдаван, казахів, узбеків, туркменів, таджиків. Знайомі методи, чи не так?",1770,1786,https://www.youtube.com/embed/WYjExxeltaA?start=1770&end=1786
17432,youtube,WYjExxeltaA,101087,0:29:46,Спікер 1,"Розповім вам одну цікаву бувальщину. Якось один українець з Канади, комуніст, Іван Коляска, що захопився був комуністичними ідеями за часів великої депресії, поїхав в Україну на навчання. Поїхав, переконаний, що український народ живе в добрі і щасті, успішно розвиває культуру і таке інше. Але дійсність ущент розвіяла його ілюзії.",1786,1810,https://www.youtube.com/embed/WYjExxeltaA?start=1786&end=1810
17433,youtube,WYjExxeltaA,101089,0:30:10,Спікер 1,"Поусюдно в столиці України Івана Коляску зустрічала російська мова, що владно панувала в державних установах, у ВУЗах, магазинах і на вулицях. ""Багато росіян, з якими я стикався, виявили одверте презирство, тому що я розмовляв українською мовою. Інколи бували навіть образи. Поволі з болем прийшло усвідомлення, що те, що я підтримував як зразок справедливості, в дійсності було найгіршим зразком національного гноблення"".",1810,1839,https://www.youtube.com/embed/WYjExxeltaA?start=1810&end=1839
17434,youtube,WYjExxeltaA,101091,0:30:39,Спікер 1,"Розповідав автор у книзі: ""Освіта в Радянській Україні"". У цій книзі Коляска зібрав величезний фактичний матеріал. Він наводив кількість ясел та дитсадків із російською та українською мовами, шкіл та професійно-технічних училищ, ВНЗ і національний склад студентів у них, проаналізував закони про освіту і реальну практику, а також каталоги видавництв.",1839,1863,https://www.youtube.com/embed/WYjExxeltaA?start=1839&end=1863
17435,youtube,WYjExxeltaA,101093,0:31:03,Спікер 1,"Усюди було катастрофічне становище, що змушувало наших дітей, молодь усе рідше користуватися рідною мовою і забувати її.",1863,1879,https://www.youtube.com/embed/WYjExxeltaA?start=1863&end=1879
17436,youtube,WYjExxeltaA,101095,0:31:19,Спікер 1,"Але який висновок ми можемо зробити із цього всього, маючи на увазі ще той факт, що попри усі ті жахливі речі, про які я щойно розповідала, ми досі чомусь говоримо українською, пишемо нею, вивчаємо в школах, ба, навіть маємо неабиякий інтерес до свого мовного коріння і діалектів, наприклад, як показує досвід мого каналу.",1879,1904,https://www.youtube.com/embed/WYjExxeltaA?start=1879&end=1904
17437,youtube,WYjExxeltaA,101097,0:31:44,Спікер 1,"Як мінімум те, що наочно продемонстрував ще період українізації і чого так злякалася компартія. Що українська - дуже потужна мова, що це ще й мова літературна, а не просто сума випадкових діалектів. Що вона має власні ресурси для розвитку її, хоч не без утрат,…",1904,1924,https://www.youtube.com/embed/WYjExxeltaA?start=1904&end=1924
17438,youtube,WYjExxeltaA,101099,0:32:04,Спікер 1,"…але здатна пережити навіть лінгвоцид, відродитися і розвиватися далі, стаючи усе багатшою, без допомоги усіляких Ленінів, як століття тому, так і зараз. Готуючи це відео, я опиралася на ось такі от праці. Це збірник документів ""Українська мова у двадцятому сторіччю"", упорядкований Ларисою Масенко та іншими науковцями. Також це праця Юрія Шевельова ""Історія української мови на початку двадцятого сторіччя"".",1924,1954,https://www.youtube.com/embed/WYjExxeltaA?start=1924&end=1954
17439,youtube,WYjExxeltaA,101101,0:32:34,Спікер 1,"Ну, а також книжечкою Джона Коляски про освіту у Радянській Україні. Всі посилання на ці праці я залишаю в описі. Вони особливо цінні тим, що наводять реальний фактологічний матеріал законів, постанов, ухвал тих часів, з чого ми можемо плюс-мінус зрозуміти, що ж тоді відбувалося.",1954,1975,https://www.youtube.com/embed/WYjExxeltaA?start=1954&end=1975
17440,youtube,WYjExxeltaA,101103,0:32:55,Спікер 1,"На цьому моменті я дякую вам за перегляд. А мамі і Мальві дякую за моральну підтримку, а також за роботу над сценарієм. ",1975,1983,https://www.youtube.com/embed/WYjExxeltaA?start=1975&end=1983
17441,youtube,WYjExxeltaA,101105,0:33:03,Спікер 1,"Тепер можна зрозуміти, що політика зросійщення тягнеться вже не перше десятиліття, намагаючись пропхати свій ""узкій мір"" у всі щілини. Але складно піти проти народу, який попри все пам'ятає власну історію і знає, що ми є українці. Народу, який виходить на мітинги проти окупантів із синьо-жовтими прапорами. Працюймо на перемогу. Допомагаймо Збройним Силам України.",1983,2010,https://www.youtube.com/embed/WYjExxeltaA?start=1983&end=2010
17442,youtube,WYjExxeltaA,101107,0:33:30,Спікер 1,"Донатами, в описі, звісно, залишу посилання, куди. Постами в інтернеті, творчістю, мемами. Тим, що виїхали чи вийшли у сховище. Тим, що намагаємось жити своє звичне життя. І підтримуймо одне одного.",2010,2027,https://www.youtube.com/embed/WYjExxeltaA?start=2010&end=2027
17443,youtube,WYjExxeltaA,101109,0:33:47,Спікер 1,"Ну, мо, в такі часи хочеться говорити слово «підтримка» якомога частіше. І щоб це було не просто слово, а щось більше. Не забувайте своєй історії. Побачимось.",2027,,https://www.youtube.com/embed/WYjExxeltaA?start=2027
17444,youtube,LWyJOqikyXU,101114,0:01:59,ON,"Ит. Думаю, шо так",119,122,https://www.youtube.com/embed/LWyJOqikyXU?start=119&end=122
17445,youtube,LWyJOqikyXU,101117,0:02:02,ВС,"Да, в нас тепер… ми,так би лот  аутсорснової трансляції. Бо  цей… дублінський інтернет нас підводить. От…""",122,161,https://www.youtube.com/embed/LWyJOqikyXU?start=122&end=161
17446,youtube,LWyJOqikyXU,101122,0:02:41,ON,"Та, ну шо, де там, пане… пані Аліса? Я ж, ніби, кинув їй запит. Може, вона не бачить?",161,176,https://www.youtube.com/embed/LWyJOqikyXU?start=161&end=176
17447,youtube,LWyJOqikyXU,101125,0:02:56,П,"Пані Аліса нас слухає і сидить, і нічого нам не говорить.",176,183,https://www.youtube.com/embed/LWyJOqikyXU?start=176&end=183
17448,youtube,LWyJOqikyXU,101128,0:03:03,ON,"Ладно, почекаєм. Я їй запит кинув, можем поки так розпочати, все одно всі будете по черзі. Шоб не було дурдома. О, а вот і вона. Всім привіт!",183,198,https://www.youtube.com/embed/LWyJOqikyXU?start=183&end=198
17449,youtube,LWyJOqikyXU,101131,0:03:18,AK,Вітаю.,198,201,https://www.youtube.com/embed/LWyJOqikyXU?start=198&end=201
17450,youtube,LWyJOqikyXU,101134,0:03:21,ON,"Ура! Ну шо? Починаєм? І у мене є найголовніше і, типу, найскладніше питання. Розпочнемо с пана Ліра. А де ви взяли цього кота?",201,217,https://www.youtube.com/embed/LWyJOqikyXU?start=201&end=217
17451,youtube,LWyJOqikyXU,101137,0:03:37,ДRCG,"Привіт. Ну, диви.. У тебе є вже неіснуюча киця, тому, я так думаю, шо у тебе більше досвіду в таких речах. Ну, він, як би, з'явився. От, він приїхав до мене зі Львова. Його власниця поїхала у Польшу, і вона не могла його з собою взяти, тому тепер оцей неіснуючий кіт десь тут живе.",217,238,https://www.youtube.com/embed/LWyJOqikyXU?start=217&end=238
17452,youtube,LWyJOqikyXU,101139,0:03:58,ДRCG,"Якраз зараз він почне «ісполняти», тому, якшо ви почнете чути якісь дивні звуки, ви розумієте, шо відбувається.",238,248,https://www.youtube.com/embed/LWyJOqikyXU?start=238&end=248
17453,youtube,LWyJOqikyXU,101142,0:04:08,ON,"Нічого страшного. Алісо, розповідай про собаку. Де взявся, бо я… Для тих, хто не в курсі",248,258,https://www.youtube.com/embed/LWyJOqikyXU?start=248&end=258
17454,youtube,LWyJOqikyXU,101145,0:04:18,AK,"Е, собаку… Е, нам скинули її фото волонтери, які вивозили тварин з Бучі та Ірпіня. І ми її побачили. І я зрозуміла, шо треба малу забирати, бо вона мені була схожа на мене. Хе.",258,275,https://www.youtube.com/embed/LWyJOqikyXU?start=258&end=275
17455,youtube,LWyJOqikyXU,101148,0:04:35,ON,Хе-хе-хе-хе,275,274,https://www.youtube.com/embed/LWyJOqikyXU?start=275&end=274
17456,youtube,LWyJOqikyXU,101151,0:04:34,AK,"І я поїхала, забрала її в волонтерів. Е… Виявилось, шо собака знаходилась прив'язана декілька діб, е, біля участку, де вони жили. А, хазяї тікали, бо зафігачили їм в хату. І вони тікали, лишивши всі речі і собаку, так само. Сусіди майже чотири доби, з якими ми спілкувались, казали, шо вони боялись вийти і забрати її з-під обстрілів.",274,302,https://www.youtube.com/embed/LWyJOqikyXU?start=274&end=302
17457,youtube,LWyJOqikyXU,101153,0:05:02,AK,"Тому собака в нас контужена, але зараз вона займається своїм одужанням, своїм психологічним здоров'ям, і мі їй в цьому намагаємось допомогати нашою великою і щирою любов'ю. Отакі от справи.",302,318,https://www.youtube.com/embed/LWyJOqikyXU?start=302&end=318
17458,youtube,LWyJOqikyXU,101156,0:05:18,ON,"М, класна історія. Е, ну, розповідайте ви про своїх котів, які у вас вже давно, Ная і Паша.",318,327,https://www.youtube.com/embed/LWyJOqikyXU?start=318&end=327
17459,youtube,LWyJOqikyXU,101159,0:05:27,П,"О, у нас, насправді, котів загалом на базі шестеро – е, двоє наших, е, двоє - тут ще друзів, які нам допомагають, а, один - в нас такий, прийомний, тимчасово від друзів, які поїхали, але попросили подивитись за котом. А ще один котик - евакуйований з Чернігова.",327,350,https://www.youtube.com/embed/LWyJOqikyXU?start=327&end=350
17460,youtube,LWyJOqikyXU,101161,0:05:50,П,"Ну, але це теж кіт знайомих, е, просто його залишили поки в Києві, а родина виїхала далі за кордон.",350,359,https://www.youtube.com/embed/LWyJOqikyXU?start=350&end=359
17461,youtube,LWyJOqikyXU,101164,0:05:59,PB,"У нас взагалі такий був зоопарк, і, і є такий зоопарк. Е, тому шо в якийсь піковий момент в нас було вісім котів, троє собак, рибки. А, але щодо котів, мені здається, шо це зараз нова фішка, шо в кожного волонтера має бути кіт для того, шоб збирать гроши і постить якийсь контент. От, тому…",359,377,https://www.youtube.com/embed/LWyJOqikyXU?start=359&end=377
17462,youtube,LWyJOqikyXU,101167,0:06:17,П,"І шоб він був начальником складу, да.",377,379,https://www.youtube.com/embed/LWyJOqikyXU?start=377&end=379
17463,youtube,LWyJOqikyXU,101170,0:06:19,PB,Обов'язковий атрибут кожного волонтера зараз.,379,383,https://www.youtube.com/embed/LWyJOqikyXU?start=379&end=383
17464,youtube,LWyJOqikyXU,101173,0:06:23,AK,"У нас на штабі, окрім, а, Палі, Паляниці, яку ми забрали, американської акіти з Ірпіня, є ще моя собака, чотирнадцяти-річна, потім в нас живе гікон, е, однієї пані військової. А, до нас приїзжає тут, е, керує нашими процесами, е, кіт пані Стерненко та пані Наталі. Е…",383,406,https://www.youtube.com/embed/LWyJOqikyXU?start=383&end=406
17465,youtube,LWyJOqikyXU,101175,0:06:46,AK,"І ще двоє щурів. Тому, а, я можу з гордістю назвати наш штаб «Ноєвим кан… кавчегом».",406,414,https://www.youtube.com/embed/LWyJOqikyXU?start=406&end=414
17466,youtube,LWyJOqikyXU,101178,0:06:54,ON,"Хи-хи-хи-хи-хи.  Да, такий міні-зоопарк. Давайте тоді будемо, в принципі, в такому ж порядку спілкуватись. Лір, Аліса і даді Ная з Пашею. Давайте розпочнемо з найпростішого. Чим… Ну, точніше, не те, шо, чим, а ко… як ви визначаєте, кому допомагати? Вам пишуть, чи ви окремо, е, прив'язані до когось, х, к своїм знайомим, і так далі? Шоб всі зрозуміли, може, до когось можна звертатись?",414,444,https://www.youtube.com/embed/LWyJOqikyXU?start=414&end=444
17467,youtube,LWyJOqikyXU,101181,0:07:24,ДRCG,"Ну, це досить прикольна, насправді, історія. Тому шо… Ну, а, хто приблизно знає, е, хто ховається за акаунтом з собакою під іменем «Дехто», я, взагалі, у житті звичайному письменник-ютубер і волонтерську діяльність підтримував раніше грошима, тому що це не мій фах. І мені значно простіше віддати гроші тим, хто знає, шо з ними робити. От.",444,466,https://www.youtube.com/embed/LWyJOqikyXU?start=444&end=466
17468,youtube,LWyJOqikyXU,101183,0:07:46,ДRCG,"І так сталося, шо мій видавець і мій добрий друг – це Влад Сорд, він же Змій. Ага. На момент дві тисячі вісімнадцятого року ветеран російсько-української війни, який заснував видавництво «Дім Химер» і з яким ми дуже плідно працювали над різними книжками, антологіями, ецетера, ецетера. Там я і видавався, і антології видавав, і це все.",466,487,https://www.youtube.com/embed/LWyJOqikyXU?start=466&end=487
17469,youtube,LWyJOqikyXU,101185,0:08:07,ДRCG,"І потім так сталося, ш… шо один чорт на прізвище Аваков вирішив, шо він може тут створити собі невеличку імперію імені «Себе» і вот через що нам довелося і виходити на акцію на захист Андрія Антоненка Сергія Стерненка  минулоріч. І тоді ж Змія власне пов'язали за те що людина схожа на Здз…  і на Дзідзьо  і на Змія і на багатьох бородатих чуваків з окулярами  розбила двері е в офісі президента.""",487,517,https://www.youtube.com/embed/LWyJOqikyXU?start=487&end=517
17470,youtube,LWyJOqikyXU,101189,0:08:37,ДRCG,"От. Ну, мені це не дуже сподобалось, тому я організував акцію протесту, для того, шоб ми Змія витягнули з, е, потенційної для нього буцегарні. От. Е… Оце все затягнулося, зав'язалося, і звідти в мене з'явилися більш, такі, активні зв'язки із людьми, які займаються вуличною культурою, які займаються волонтерською діяльністю. Ну от. Ну, а потім русня вирішила, шо такої затяжної війни на Донбасі не достатньо, і от, ви самі знаєте, шо сталося двадцять четвертого.",517,543,https://www.youtube.com/embed/LWyJOqikyXU?start=517&end=543
17471,youtube,LWyJOqikyXU,101191,0:09:03,ДRCG,"Змій одразу ж, просто наступного ж дня опинився в військкоматі. А, от. І я, як людина, яка навіть у цей час до військкомату не придатна, а сидіти на місці я просто фізично не можу, а, я взяв на себе роль, е, таку ж, яка у нас була зі Змієм, в принципі, і у «Домі Химер», а саме – е, забезпечення всього, чим я можу забезпечити наш спільний проєкт. Раніше нашим спільним проєктом було видавництво.",543,567,https://www.youtube.com/embed/LWyJOqikyXU?start=543&end=567
17472,youtube,LWyJOqikyXU,101193,0:09:27,ДRCG,"Ну і він ше малював для підпільної гуманітарки, нам обкладинки. От, тепер наш спільний проєкт – це, виходить, дев'яносто третя окрема механізована бригада «Холодний яр». Раніше це був перший батальйон, тепер ми закриваємо, в принципі, потреби усього «Холодного яру», наскільки можемо. І…, кіт, не треба туди йти, а… І… короче кажучи, через Змія ми тепер знайомі з купою представників цієї бригади. Крім того, я закриваю потреби сто п'ятнадцятого батальйону сто десятої ТРО, які, насправді, вже не зовсім ТРО, бо…",567,596,https://www.youtube.com/embed/LWyJOqikyXU?start=567&end=596
17473,youtube,LWyJOqikyXU,101195,0:09:56,ДRCG,"Ну, я не знаю, якшо у тебе є, е, танк і в тебе є два БТРи… ну, наскільки ти вважаєшся ТРО? Бо ти ж, типу, вже механізований. От. Тому я не знаю, в якому вони статусі нині перебувають. Але вони боронять степи і Запоріжжя. От, вони з Мелітополя, мої добрі друзі. От. Ну, і так само підганяємо їм, е, різні ніштяки, які можемо, в принципі, туди довезти.",596,619,https://www.youtube.com/embed/LWyJOqikyXU?start=596&end=619
17474,youtube,LWyJOqikyXU,101197,0:10:19,ДRCG,"А… Як це вибудувалося? Через те, що це люди, яким я довіряю, з якими я знайомий у цивільному житті. І, чесно кажучи, спочатку ми намагалися допомагати на кілька фронтів, тобто різні бригади, різні запити, оце все. Але я сам помітив, що ефективність значно падає, коли ти забезпечуєш усіх потрошки. І зрозумів, шо якшо ми візьмемо на себе повністю під крило знамениту бригаду «Холодний яр», то це буде ефективніше.",619,644,https://www.youtube.com/embed/LWyJOqikyXU?start=619&end=644
17475,youtube,LWyJOqikyXU,101199,0:10:44,ДRCG,"Ну, і поки що виходить так, що пацани усім, ніби як,  задоволені.",644,651,https://www.youtube.com/embed/LWyJOqikyXU?start=644&end=651
17476,youtube,LWyJOqikyXU,101202,0:10:51,ВС,"Як ми вчора з'ясували, навіть якшо це механизоване, це все ще ТРО",651,658,https://www.youtube.com/embed/LWyJOqikyXU?start=651&end=658
17477,youtube,LWyJOqikyXU,101205,0:10:58,ДRCG,"Ага... Ну, вони самі себе механізовують, тому подивимося, шо там, як буде. Можу також, до речі, похизуватися їхніми приколами. От, вчора вони спільно з, здається, з, е, ССО-шниками. Боюсь збрехати, але знаю, шо от вони збили один гвинтокрил і от ше один підрозділ, здається, ССО також, е, збив ше один гвинтокрил. Русня намагається лізти на Запоріжжя, вихоплює просто величезних прутнів,…",658,684,https://www.youtube.com/embed/LWyJOqikyXU?start=658&end=684
17478,youtube,LWyJOqikyXU,101207,0:11:24,ДRCG,"… і, в принципі, ми допомагаємо нашим ТРО-шником там тримати захист.",684,693,https://www.youtube.com/embed/LWyJOqikyXU?start=684&end=693
17479,youtube,LWyJOqikyXU,101210,0:11:33,ON,Алісо!,693,696,https://www.youtube.com/embed/LWyJOqikyXU?start=693&end=696
17480,youtube,LWyJOqikyXU,101213,0:11:36,AK,"Ну, шо я можу сказати, в нас, е, наша волонтерська діяльність, е, нашого маленького штабу розпочалась з того, шо просто так трапилось, шо в кожної, е, членкині нашого штабу, е, хтось пішов воювати. В мене пішов, е, тато воювати, в Іри пішов її чоловік воювати, и, в Альонки пішла Аліна Михайлова воювати.",696,722,https://www.youtube.com/embed/LWyJOqikyXU?start=696&end=722
17481,youtube,LWyJOqikyXU,101215,0:12:02,AK,"І в усіх наших дівчат, в Даши, и, Михалич пішов воювати. Ну, кароче, в нас, типу, зібрався, е, в перший день війни, е, штаб з дівчат, які мали допомагати суто своїм пацанам. А, переросло це в дуже масштабну історію, яка зараз охоплює допомогу більше, ніж двадцять першому підрозділу. Е, ми сьогодні от, перед поплавою, намагались порахувати, і от порахували.",722,750,https://www.youtube.com/embed/LWyJOqikyXU?start=722&end=750
17482,youtube,LWyJOqikyXU,101217,0:12:30,AK,"Е, це пов'язано з тим, шо так трапилось, шо наша Ірочка, вона, Хамуля, волонтерить з чотирнадцятого року, а, скажемо так, фізично. Тобто вона знайома з усіма військовими, вона неодноразово їздила на фронт. А, і в нас дуже велике охоплення Східного напрямку через це - в Харків, е, і багато-багато інших цікавих місць. От.",750,777,https://www.youtube.com/embed/LWyJOqikyXU?start=750&end=777
17483,youtube,LWyJOqikyXU,101219,0:12:57,AK,"Тобто в нас зараз на сьогоднішній день, через, и, об'єм, поділена робота. А, ми з Ірою займаємося Східним і Південним напрямком, а, підрозділами. А, Оля, е, Смолярчук в нас займається взагалі багато чим, в неї і Північ, і Південь, і багато пластунів. Вона співпрацює з «Пластом», які також дуже сильно нам допомагають.",777,804,https://www.youtube.com/embed/LWyJOqikyXU?start=777&end=804
17484,youtube,LWyJOqikyXU,101221,0:13:24,AK,"Е, м, ми займаємось підрозділами «Гуру» та, е, СБУ. Е, тобто в нас, ну, велике охоплення. Я от тіки шо почула цікаву фразу про те, шо треба концентруватись на комусь одному. Але в нас так, на жаль, чи на щастя, не вийшло. В нас пішли дуже хороші об'єми завдяки Twitteru-ДОНатів, і ми зрозуміли, шо ми можемо охопити значно більшу кількість, е, військових, і ми почали цим займатись.",804,831,https://www.youtube.com/embed/LWyJOqikyXU?start=804&end=831
17485,youtube,LWyJOqikyXU,101223,0:13:51,AK,"Тому, е, ну, якось так. Е, до нас можуть звернутись будь-хто. Нас… Ми допомагаєм не тіки кєнтам. Просто так склалось, шо багато хто з нас особисто знайомий з багатьма військовими і з багатьма підрозділами. А, але ми допомагаємо і тим, з ким ми познайомились, от, умовно, там, е, за останні шістдесят днів. Якось так.",831,857,https://www.youtube.com/embed/LWyJOqikyXU?start=831&end=857
17486,youtube,LWyJOqikyXU,101226,0:14:17,П,"Я сюди, можна, додам, е, шо, ну, тіпа, ти не суперечиш тут, насправді, Ліру в тому, шо треба зосередитись. Е, це, скоріше, про те, шоб визначити свої ресурси, визначити, скіки ти реально стягуєш, і якшо ти стягуєш нормально закривати одну бригаду, то краще це робити ефективно. Якшо у тебе є більше ресурсів, ну, блін, звісно, ми всі хочемо допомогти всім.",857,883,https://www.youtube.com/embed/LWyJOqikyXU?start=857&end=883
17487,youtube,LWyJOqikyXU,101228,0:14:43,П,"Е, просто є усвідомлення того, шо ти можеш зробити, а що буде, е, просто порожніми обіцянками, ти всім скажеш, шо ти їм допоможеш, і що ти їх так любиш і хочеш закрити. Е, зрештою, там, пацани на тебе понадіються, ти їм чогось не дістанеш, і це буде дуже неприємна історія, яка може обернутись просто реально втраченими життями, тому… Ну да, це про те, шоб розуміти, шо ти можеш.",883,912,https://www.youtube.com/embed/LWyJOqikyXU?start=883&end=912
17488,youtube,LWyJOqikyXU,101230,0:15:12,П,"Ну, я, наприклад, розумію, шо, там, я не закрию, там, багато різних підрозділів. Е, в нас так вийшло, шо в мене є, е, дуже хороший друг, е, артилерист, який з чотирнадцятого року служив. Е, це мій шкільний, там, товариш, який був на рік старший. І ми з ним дружим, в основному, коли починається якийсь «піздорєз». Е, ми одразу включаємось в роботу. Він мені, там, кидає потреби.",912,942,https://www.youtube.com/embed/LWyJOqikyXU?start=912&end=942
17489,youtube,LWyJOqikyXU,101232,0:15:42,П,"Я починаю йому це шукати. А, і через, там, Пашині контакти, е, у нас є в ССО, в трійці, е, в різних містах, там теж різні маленькі підрозділи, які приходять до нас з конкретними потребами. Е, і починалось все, насправді, навіть не з армії, а з того, шо ми вирішили, шо, е, нам треба…",942,972,https://www.youtube.com/embed/LWyJOqikyXU?start=942&end=972
17490,youtube,LWyJOqikyXU,101234,0:16:12,П,"… допомагати в Києві, і ми, там, намагались мутить їжу для ТРО, якісь, е… Долучатись, так би мовити, е, і допомагати людям, які лили коктейлі. Е, потім ще шось було. Зрештою, коли стало зрозуміло, шо це все не треба, це все уже налагодилось, е, ми взнайшли конкретні оці запити від арти і від ССО, почали допомагати їм.",972,1000,https://www.youtube.com/embed/LWyJOqikyXU?start=972&end=1000
